sex,types,level,birthday,following,fans,view,likes,album,article,video,audio
保密,-1,5.0,01-01,17,280,167399.0,594.0,3,1,33,0
保密,-1,5.0,01-01,139,7,1115.0,7.0,7,0,1,0
保密,-1,5.0,09-11,45,21,26421.0,99.0,0,0,24,0
男,-1,5.0,07-22,27,477,233396.0,406.0,0,0,28,0
男,-1,5.0,01-26,324,114,157991.0,494.0,0,0,6,0
男,-1,5.0,08-06,99,69,7912.0,51.0,0,0,2,0
保密,-1,6.0,01-01,68,1198,461731.0,5188.0,39,0,37,0
男,-1,6.0,12-24,102,0,96.0,1.0,2,0,1,0
保密,-1,6.0,01-01,292,2,103.0,2.0,10,0,0,0
保密,-1,5.0,07-17,64,50,40460.0,12.0,0,0,1,0
保密,-1,5.0,01-27,282,8,3352.0,66.0,0,0,13,0
保密,-1,6.0,07-22,27,3,6037.0,24.0,0,0,1,0
男,-1,6.0,12-08,287,13,3949.0,13.0,0,0,6,0
女,-1,5.0,07-10,108,0,56.0,1.0,0,0,0,0
男,-1,5.0,06-14,124,0,2930.0,22.0,1,0,6,0
保密,-1,6.0,09-12,268,20,4633.0,34.0,0,0,14,0
保密,-1,6.0,01-01,396,14,13009.0,66.0,0,0,7,0
男,-1,5.0,12-20,185,752,48395.0,2070.0,11,1,18,0
女,-1,5.0,12-22,60,537,73673.0,690.0,0,0,66,0
女,-1,4.0,09-18,17,4,698.0,6.0,0,0,1,0
保密,-1,5.0,01-01,9,0,106.0,5.0,0,0,4,0
男,0,6.0,02-06,121,283051,13604411.0,936439.0,205,1,91,0
保密,-1,5.0,01-01,145,14,322.0,30.0,0,0,3,0
男,-1,6.0,01-03,554,73,4958.0,187.0,5,0,8,0
保密,-1,6.0,01-04,0,45,18748.0,141.0,0,0,5,0
女,-1,5.0,10-10,133,36,9924.0,62.0,0,0,1,0
保密,-1,6.0,05-01,43,18,22704.0,39.0,12,0,34,0
保密,-1,6.0,01-01,300,33,3152.0,19.0,29,0,8,0
女,-1,5.0,07-21,264,32,1270.0,18.0,1,0,0,0
女,-1,6.0,01-01,58,1280,341434.0,3622.0,16,0,35,0
保密,-1,5.0,01-01,9,0,250.0,3.0,0,0,1,0
男,-1,5.0,10-10,129,1,1846.0,2.0,2,0,1,0
保密,-1,3.0,01-01,4,0,1179.0,1.0,0,0,0,0
女,-1,4.0,01-01,12,1,4779.0,2.0,0,0,1,0
男,-1,5.0,04-12,136,2,346.0,7.0,0,0,0,0
保密,-1,5.0,01-01,204,3,1096.0,15.0,0,0,4,0
女,-1,4.0,08-22,28,7,8063.0,316.0,0,0,2,0
保密,-1,5.0,01-01,54,2016,109882.0,2265.0,4,0,12,0
男,-1,5.0,01-01,9,386,336789.0,721.0,0,0,17,0
男,-1,5.0,01-01,226,24,114.0,6.0,0,0,1,0
保密,-1,5.0,03-16,289,553,583432.0,145.0,0,0,9,0
男,-1,6.0,01-01,21,143,65495.0,3395.0,31,0,17,0
男,-1,6.0,04-01,0,192,41861.0,1123.0,1,0,12,0
保密,-1,5.0,05-02,122,5,8846.0,54.0,0,0,2,0
女,-1,6.0,10-24,28,5160,361477.0,62832.0,77,0,60,0
保密,-1,6.0,03-05,73,4,39.0,1.0,0,0,1,0
男,-1,5.0,01-01,133,43,20858.0,243.0,0,0,12,0
女,-1,5.0,06-05,376,1,898.0,2.0,3,0,32,0
保密,-1,6.0,01-01,579,3,282.0,2.0,0,0,2,0
男,-1,5.0,05-06,138,94,32358.0,997.0,47,0,13,2
保密,-1,6.0,09-03,139,4,12877.0,4.0,1,0,2,0
男,-1,5.0,02-01,124,6,6511.0,1.0,0,0,1,0
男,0,6.0,09-28,329,178832,15965261.0,1021230.0,77,26,168,0
男,-1,6.0,01-01,252,56735,6939972.0,150528.0,124,30,649,0
保密,-1,5.0,01-01,3,3,1438.0,13.0,0,0,3,0
保密,-1,5.0,04-06,69,9,31634.0,16.0,0,0,2,0
保密,-1,5.0,01-01,34,3450,797107.0,33324.0,103,0,75,0
男,-1,5.0,02-08,193,14,1506.0,21.0,0,0,12,0
男,-1,5.0,01-01,164,12,14473.0,2.0,0,0,3,0
保密,-1,5.0,01-01,143,21,2782.0,11.0,0,0,2,0
女,-1,6.0,10-28,34,906,747596.0,527.0,0,0,51,0
女,-1,5.0,01-01,268,6,4444.0,9.0,0,0,6,0
男,-1,6.0,01-01,139,11,2642.0,10.0,0,0,1,0
男,-1,5.0,02-14,122,0,5927.0,12.0,0,0,1,0
保密,-1,5.0,10-04,68,4,71.0,8.0,5,0,5,0
保密,-1,4.0,03-26,79,4,232.0,4.0,0,0,2,0
保密,-1,5.0,12-25,17,58,17641.0,6.0,0,0,1,0
男,-1,6.0,05-09,115,12,14730.0,8.0,2,0,3,0
保密,-1,5.0,01-01,206,386,40265.0,170.0,0,0,4,0
保密,-1,5.0,07-28,46,29,78609.0,413.0,0,0,11,0
女,-1,6.0,01-01,221,104,70899.0,5036.0,0,0,2,0
女,-1,5.0,09-11,114,18,31987.0,5.0,0,0,2,0
保密,-1,6.0,01-01,466,100,179053.0,707.0,1,0,19,0
保密,-1,6.0,11-12,0,1121,398254.0,1526.0,0,0,451,0
男,-1,5.0,11-14,84,15,41617.0,43.0,0,0,2,0
保密,-1,5.0,01-01,390,8,518.0,32.0,3,0,1,0
女,-1,6.0,02-24,193,158,2516.0,174.0,1,1,0,0
男,-1,6.0,02-24,227,3,167.0,3.0,7,0,0,0
女,-1,6.0,05-26,615,60,5209.0,95.0,0,0,0,0
女,-1,5.0,01-01,45,572,192074.0,1409.0,21,0,21,0
保密,1,6.0,01-01,209,37543,1191390.0,94046.0,176,50,126,0
男,-1,6.0,07-15,81,2218,484058.0,4144.0,0,1,187,0
保密,-1,5.0,09-10,133,146,107324.0,539.0,0,0,37,0
男,-1,5.0,06-22,100,3,52365.0,5.0,0,0,1,0
保密,-1,6.0,02-24,111,2260,71040.0,3896.0,1,0,13,0
保密,-1,5.0,01-01,164,217,61841.0,2643.0,4,0,41,0
保密,-1,6.0,01-01,47,8,3978.0,25.0,0,0,7,0
男,-1,5.0,07-05,66,16,3078.0,67.0,0,7,6,0
保密,-1,5.0,01-01,31,30,523072.0,24.0,0,0,3,0
保密,-1,5.0,11-01,158,3,32.0,4.0,0,1,0,0
男,-1,4.0,12-29,16,20,24116.0,27.0,0,0,17,0
男,-1,6.0,03-09,444,5,634.0,11.0,1,0,3,0
女,-1,5.0,01-01,61,280,279241.0,1511.0,0,0,128,2
保密,-1,5.0,06-14,294,1,49.0,2.0,4,0,0,0
男,-1,5.0,09-22,42,4,1367.0,1.0,0,0,2,0
男,-1,5.0,11-08,777,4,58.0,2.0,0,0,1,0
男,-1,6.0,08-30,165,1,23.0,2.0,0,0,0,0
保密,-1,5.0,06-05,119,51,7654.0,20.0,0,0,1,0
保密,-1,5.0,11-25,40,14,66239.0,6.0,0,0,5,0
女,-1,6.0,07-02,42,124,33.0,12.0,0,0,0,0
保密,-1,6.0,01-01,32,4043,1893403.0,13589.0,1,0,9,0
女,-1,5.0,08-07,35,178,206612.0,795.0,0,0,3,0
保密,-1,5.0,09-03,240,53,119722.0,1220.0,0,0,7,0
男,-1,5.0,06-26,197,311,1137013.0,3143.0,0,0,2,0
保密,-1,5.0,01-01,128,3,271.0,7.0,0,0,1,0
保密,-1,5.0,01-01,240,3,288.0,7.0,3,0,1,0
保密,-1,5.0,05-28,32,1,927.0,14.0,0,0,2,0
保密,-1,6.0,01-05,26,5944,1134160.0,25802.0,6,0,54,0
男,-1,5.0,04-22,931,16,2126.0,2.0,0,0,3,0
女,-1,6.0,01-04,633,47,19649.0,223.0,0,0,6,0
女,-1,6.0,01-09,214,1800,655078.0,12117.0,199,13,193,0
保密,-1,5.0,01-01,89,16,227.0,24.0,0,0,3,0
保密,-1,5.0,01-01,60,48,23786.0,793.0,0,0,18,0
保密,-1,3.0,01-01,8,57,40128.0,40.0,0,0,3,0
男,-1,5.0,03-14,174,23,13809.0,7.0,0,0,1,0
女,-1,6.0,01-01,847,9,20886.0,188.0,0,0,15,0
男,-1,5.0,05-11,124,3,404.0,20.0,0,0,6,0
保密,-1,5.0,01-01,98,36,31163.0,98.0,0,0,5,0
保密,-1,5.0,01-01,37,71,57411.0,20.0,0,0,3,0
保密,-1,6.0,03-08,25,17,1203.0,16.0,1,0,13,0
女,-1,5.0,10-12,72,995,142962.0,29.0,0,0,2,0
男,-1,5.0,11-30,244,346,230845.0,5632.0,0,0,15,0
保密,-1,4.0,01-01,54,109,19465.0,181.0,2,1,18,0
男,-1,5.0,10-19,219,2,1764.0,4.0,0,0,1,0
男,-1,5.0,10-20,187,3,236.0,2.0,0,0,2,0
男,-1,4.0,11-10,43,9,15061.0,102.0,1,0,5,0
保密,-1,5.0,11-29,140,13,479.0,5.0,0,0,3,0
男,-1,6.0,09-12,98,1,538.0,10.0,0,0,1,0
男,-1,5.0,06-13,53,4,418.0,1.0,1,0,7,0
保密,-1,6.0,03-21,88,195,729549.0,10213.0,1,0,2,0
男,-1,5.0,01-12,59,37,10884.0,31.0,0,0,6,0
保密,-1,6.0,02-23,10,764,468765.0,2839.0,1,0,11,0
女,-1,5.0,01-01,35,19,11666.0,98.0,0,0,5,0
女,-1,6.0,12-25,108,559,15804.0,177.0,0,0,15,0
保密,-1,5.0,01-01,22,193,21369.0,107.0,0,0,7,0
男,-1,5.0,01-01,61,75,66603.0,221.0,1,0,8,0
男,-1,6.0,01-25,841,18,15370.0,179.0,2,0,2,0
男,-1,5.0,01-01,153,12,692.0,13.0,3,0,2,0
女,-1,5.0,01-06,411,50,20483.0,114.0,2,0,32,0
保密,-1,5.0,01-01,220,481,225387.0,29.0,0,0,9,0
保密,-1,5.0,08-13,159,8,177.0,1.0,2,0,1,0
保密,-1,5.0,07-09,40,87,40847.0,9.0,0,0,0,0
男,-1,5.0,04-09,88,3,3046.0,4.0,0,0,1,0
男,-1,6.0,09-22,79,460,108676.0,1736.0,69,3,189,0
男,-1,6.0,02-10,988,40,1201.0,10.0,1,0,1,0
保密,-1,5.0,01-01,191,19,5649.0,58.0,0,0,1,0
女,-1,5.0,03-31,73,4,196.0,6.0,1,0,30,0
女,-1,5.0,02-10,25,3,1953.0,7.0,0,0,3,0
保密,-1,5.0,01-01,233,39,39738.0,29.0,1,0,7,0
保密,-1,6.0,03-14,229,11,947.0,18.0,3,0,3,0
男,-1,6.0,04-29,80,177,651615.0,536.0,9,0,32,0
男,-1,5.0,08-24,180,37,53076.0,550.0,0,0,4,0
保密,-1,5.0,01-01,22,9,850.0,3.0,0,0,4,0
保密,-1,5.0,01-01,297,1,986.0,2.0,0,0,2,0
保密,-1,6.0,04-25,15,20274,1556500.0,101488.0,64,0,42,0
女,-1,6.0,01-01,40,7,3194.0,1.0,0,0,1,0
保密,-1,5.0,07-30,164,254,124499.0,1008.0,0,0,72,0
男,-1,5.0,01-04,673,4,73.0,3.0,1,0,1,0
男,-1,5.0,10-21,174,150,71853.0,664.0,0,0,38,0
保密,-1,5.0,04-26,107,1,759.0,10.0,1,0,0,0
保密,-1,5.0,01-01,35,17,5970.0,132.0,0,0,6,0
女,0,6.0,01-01,27,283518,12141370.0,742915.0,93,1,109,1
保密,-1,4.0,01-01,63,3,838.0,12.0,0,0,1,0
保密,-1,5.0,06-01,109,200,22339.0,213.0,1,0,17,0
保密,-1,5.0,12-29,30,32,3162.0,15.0,0,0,1,0
保密,-1,6.0,01-01,150,9,2539.0,18.0,0,0,2,0
女,-1,5.0,03-12,126,0,1792.0,2.0,0,0,0,0
保密,-1,5.0,06-17,636,11,4905.0,48.0,2,0,11,0
男,-1,6.0,02-19,318,15,2666.0,14.0,10,0,0,0
保密,-1,5.0,01-01,7,23,7903.0,7.0,0,0,3,0
男,-1,5.0,03-28,22,2,4129.0,1.0,0,0,1,0
男,-1,5.0,09-25,5,5,8694.0,11.0,0,0,3,0
保密,-1,5.0,01-01,254,22,704.0,64.0,1,0,2,0
保密,-1,5.0,02-22,124,9,290.0,5.0,0,0,3,0
保密,-1,5.0,01-01,17,128,22635.0,51.0,0,0,16,0
男,-1,5.0,03-26,386,1415,164477.0,559.0,3,0,20,0
保密,-1,6.0,01-08,7,11,3427.0,52.0,1,3,4,0
保密,-1,6.0,03-29,32,5,150.0,1.0,1,0,0,0
保密,-1,4.0,08-02,12,511,872293.0,1082.0,1,0,4,0
保密,-1,5.0,01-01,45,7,2777.0,2.0,0,0,2,0
保密,-1,5.0,01-01,42,0,1080.0,3.0,0,0,2,0
保密,-1,5.0,08-10,17,1893,324015.0,3317.0,0,0,4,0
男,-1,5.0,01-25,14,3,2558.0,5.0,0,0,1,0
保密,-1,5.0,01-01,122,2,1180.0,21.0,0,0,3,0
保密,-1,6.0,12-02,103,3433,886226.0,4464.0,0,0,80,0
男,-1,6.0,10-31,50,3,27.0,1.0,0,0,0,0
男,-1,6.0,06-09,216,213,172496.0,1617.0,0,0,157,0
保密,-1,5.0,01-01,104,22,11408.0,351.0,1,0,10,0
女,-1,5.0,02-17,162,314,725617.0,964.0,14,0,4,0
男,-1,6.0,08-08,14,33,29259.0,33.0,0,0,0,0
保密,-1,5.0,01-01,72,7,3998.0,50.0,0,0,3,0
保密,-1,6.0,07-30,27,120,18919.0,140.0,9,0,26,0
男,-1,6.0,01-01,229,92,78481.0,46.0,5,0,0,0
保密,-1,5.0,08-08,18,20,2677.0,9.0,0,0,3,0
男,-1,5.0,03-29,408,9,1601.0,8.0,1,0,2,0
保密,-1,6.0,01-18,52,6,14607.0,61.0,0,0,3,0
保密,-1,5.0,10-07,66,26,9987.0,106.0,2,0,3,0
男,-1,6.0,06-05,196,85,127319.0,2213.0,8,0,34,0
男,-1,6.0,02-10,245,2,440.0,12.0,2,0,7,0
保密,-1,6.0,10-27,199,5,629.0,22.0,0,0,1,0
保密,-1,6.0,01-01,100,3,507.0,9.0,3,0,4,0
保密,-1,5.0,11-22,31,7,19.0,6.0,1,0,0,0
保密,-1,5.0,01-01,3,0,1379.0,2.0,0,0,2,0
男,-1,5.0,09-20,50,194,53590.0,776.0,0,0,19,0
男,-1,6.0,01-01,47,20,12218.0,181.0,0,0,5,0
女,-1,4.0,08-19,102,24,15522.0,299.0,0,0,12,0
保密,-1,5.0,01-01,197,7,174.0,21.0,2,0,4,0
保密,-1,5.0,04-07,18,23,2217.0,1.0,0,0,2,0
女,-1,6.0,01-01,301,74240,3948712.0,26965.0,27,0,106,2
男,-1,5.0,01-01,79,43,168162.0,417.0,0,0,19,0
保密,-1,6.0,12-09,280,96,6883.0,42.0,0,0,4,0
女,-1,5.0,11-06,46,82,13077.0,6.0,2,0,1,0
保密,-1,5.0,11-08,114,13,5249.0,23.0,0,0,1,0
保密,-1,5.0,09-26,97,2,188.0,1.0,0,0,2,0
保密,-1,5.0,05-06,216,66,7751.0,106.0,1,0,9,0
男,-1,5.0,01-01,17,60,47129.0,99.0,0,0,6,0
保密,-1,5.0,01-01,68,2,272.0,14.0,1,0,2,0
保密,-1,5.0,01-01,174,60,43253.0,461.0,3,0,50,0
保密,-1,5.0,01-01,246,8,5397.0,5.0,0,0,0,0
女,-1,6.0,12-05,99,25,227.0,71.0,73,0,3,0
女,-1,6.0,05-13,101,67,836.0,93.0,1,0,6,0
保密,-1,5.0,01-01,88,12,21307.0,24.0,0,0,1,0
男,-1,6.0,12-26,83,16,21238.0,3.0,1,0,1,0
保密,-1,5.0,10-11,52,8,1639.0,5.0,2,0,1,0
男,-1,6.0,04-29,306,147,38087.0,1714.0,3,0,3,0
保密,-1,5.0,03-25,117,545,52439.0,54.0,6,0,0,0
保密,-1,5.0,04-04,14,6,1061.0,2.0,0,0,2,0
男,-1,5.0,01-01,194,12,12910.0,9.0,0,0,3,0
保密,-1,5.0,01-01,51,13,11194.0,3.0,0,0,4,0
男,-1,5.0,10-19,295,492,147069.0,384.0,3,0,38,0
保密,-1,5.0,01-01,411,13,7745.0,6.0,1,0,6,0
保密,-1,6.0,01-01,0,34782,34364322.0,5923.0,0,0,33,0
男,-1,5.0,06-26,92,12,11422.0,14.0,15,0,0,0
女,-1,5.0,01-17,54,3,2785.0,102.0,0,0,2,0
男,-1,5.0,03-24,125,0,23.0,2.0,0,0,1,0
保密,-1,5.0,03-11,120,9,5408.0,20.0,0,0,5,0
保密,-1,3.0,01-01,11,19,86030.0,222.0,0,0,1,0
男,-1,5.0,04-09,42,38,5798.0,4.0,0,0,5,0
男,-1,5.0,05-26,27,298,3359.0,18.0,1,0,1,0
保密,-1,5.0,01-01,1,12,5376.0,1.0,0,0,1,0
女,-1,6.0,01-01,201,2840,654656.0,26470.0,170,4,283,0
男,-1,6.0,05-31,50,32,74346.0,24.0,0,0,9,0
保密,-1,5.0,01-01,75,680,491912.0,132.0,0,0,4,0
保密,-1,3.0,01-01,1,63,352373.0,14.0,0,0,1,0
男,-1,5.0,11-10,19,1479,2049291.0,2387.0,0,0,9,0
男,-1,5.0,06-10,146,823,54535.0,5926.0,223,0,109,0
男,-1,5.0,11-11,91,30,28477.0,32.0,1,3,12,0
男,-1,3.0,01-01,9,1,8149.0,5.0,0,0,5,0
保密,-1,5.0,01-01,8,17,3553.0,2.0,0,0,1,0
保密,-1,5.0,04-18,212,47,34414.0,9.0,1,1,1,0
女,-1,6.0,06-04,189,421,58521.0,2628.0,43,0,4,0
保密,-1,6.0,01-01,94,4,136.0,4.0,1,0,3,0
男,-1,6.0,06-20,71,4,137.0,10.0,0,0,1,0
保密,-1,5.0,03-13,71,4,617.0,4.0,2,0,4,0
保密,-1,5.0,01-01,129,4,4116.0,6.0,0,0,1,0
女,-1,3.0,03-09,12,10,4280.0,13.0,0,0,2,0
保密,-1,5.0,11-24,118,1567,30214.0,275.0,0,0,34,0
保密,-1,5.0,08-07,15,2,571.0,2.0,1,0,4,0
女,-1,6.0,11-19,325,131,353389.0,4898.0,5,0,30,0
男,-1,5.0,12-20,7,73,4967.0,4.0,0,0,0,0
女,-1,5.0,10-04,64,209,80115.0,835.0,0,0,23,0
男,-1,5.0,02-28,78,1647,109599.0,2178.0,15,0,46,0
男,-1,6.0,09-30,277,1,1727.0,1.0,2,0,0,0
女,1,6.0,01-23,117,56359,3266840.0,254914.0,223,10,198,27
男,-1,5.0,08-05,141,5,2687.0,69.0,1,0,5,0
保密,-1,5.0,07-23,89,84,70211.0,415.0,2,0,6,0
男,-1,6.0,07-03,80,77625,1007917.0,69698.0,20,0,8,0
保密,-1,5.0,05-09,121,63,70.0,4.0,1,0,1,0
男,-1,5.0,01-01,110,26,85052.0,5.0,0,0,1,0
男,-1,6.0,07-26,217,38,7774.0,116.0,5,0,23,0
女,-1,6.0,01-10,250,10,119.0,19.0,2,0,6,0
男,-1,6.0,03-20,108,18,40585.0,184.0,18,0,43,0
男,-1,5.0,04-24,40,26,208.0,5.0,0,0,1,0
保密,-1,2.0,12-21,44,7,15581.0,29.0,0,0,2,0
男,-1,5.0,08-14,291,655,578451.0,1096.0,0,0,256,2
保密,-1,5.0,09-30,31,108,4191.0,53.0,0,0,12,0
保密,-1,4.0,06-07,19,81,53880.0,630.0,2,20,12,0
男,-1,6.0,09-23,126,203,18902.0,457.0,6,0,10,0
女,-1,5.0,01-01,68,248,23111.0,106.0,0,0,17,0
女,-1,6.0,05-22,49,3095,248267.0,1805.0,1,0,44,0
保密,-1,6.0,02-14,127,949,361566.0,11615.0,36,5,49,0
保密,-1,5.0,04-09,120,34,92418.0,1200.0,0,0,8,0
保密,-1,4.0,01-19,11,22,3.0,2.0,0,0,0,0
男,-1,6.0,01-11,350,120,98681.0,130.0,1,0,36,0
保密,-1,5.0,01-01,144,1467,808472.0,1401.0,0,0,18,0
保密,-1,5.0,01-28,380,784,41106.0,3257.0,49,0,19,0
保密,-1,5.0,04-08,61,278,6170.0,1239.0,3,0,0,0
男,-1,5.0,03-31,343,1,10991.0,17.0,5,0,7,0
男,-1,5.0,04-05,90,5,359.0,10.0,1,0,3,0
男,-1,6.0,01-01,246,6071,4227077.0,3287.0,0,0,19,0
男,-1,6.0,01-01,598,37,8505.0,60.0,0,0,17,0
女,-1,6.0,02-21,132,21,126.0,1.0,1,0,0,0
女,-1,6.0,04-13,147,10,980.0,4.0,0,0,1,0
保密,-1,6.0,01-01,154,54451,7281462.0,305169.0,141,7,294,0
男,-1,5.0,07-01,52,1,4955.0,1.0,0,0,0,0
男,-1,5.0,10-06,50,1,178.0,2.0,0,0,2,0
保密,-1,5.0,03-29,166,142,831.0,1037.0,43,4,4,1
保密,-1,5.0,05-06,294,18,5823.0,92.0,5,0,6,0
保密,-1,6.0,10-10,320,30,12479.0,9.0,5,0,2,0
保密,-1,5.0,12-24,30,332,110926.0,292.0,0,2,5,0
男,-1,6.0,12-28,162,14,5105.0,3.0,1,0,5,0
男,-1,5.0,06-13,72,16,7448.0,117.0,0,0,16,0
保密,-1,5.0,01-01,123,2,55.0,2.0,0,0,1,0
保密,-1,5.0,01-01,46,71,23243.0,117.0,0,0,10,0
保密,-1,5.0,05-22,48,20,5208.0,9.0,1,0,10,0
保密,-1,5.0,01-01,357,70,3249.0,230.0,2,0,1,0
保密,-1,5.0,01-01,173,242,74336.0,639.0,8,0,25,0
女,-1,6.0,01-01,163,58,22937.0,1003.0,1,0,19,0
保密,-1,5.0,01-01,48,1794,729613.0,2174.0,0,0,66,0
保密,-1,5.0,11-21,25,1257,7201.0,31.0,1,0,1,0
女,-1,5.0,01-03,18,161,35114.0,461.0,0,1,10,0
保密,-1,5.0,01-01,38,11,1749.0,7.0,1,0,4,0
男,-1,6.0,03-16,566,29,6770.0,118.0,2,0,42,0
保密,-1,6.0,12-30,180,82,7994.0,190.0,1,0,2,0
女,-1,6.0,12-21,186,46407,2661510.0,270892.0,93,2,27,0
保密,-1,5.0,01-01,35,0,24.0,1.0,0,0,0,0
保密,-1,5.0,01-01,19,0,1288.0,8.0,0,0,3,0
保密,-1,5.0,01-01,241,11,16108.0,234.0,0,0,8,0
保密,-1,5.0,11-01,123,2460,517869.0,6303.0,9,169,43,0
保密,-1,5.0,04-16,53,397,370195.0,729.0,0,0,18,0
保密,-1,6.0,01-01,543,3542,953663.0,6466.0,0,0,22,0
保密,-1,6.0,08-29,183,7,1827.0,13.0,0,0,1,0
保密,-1,6.0,01-01,30,1,58.0,1.0,0,0,1,0
保密,-1,4.0,01-01,153,9,1595.0,11.0,0,0,3,0
男,-1,6.0,12-02,212,42,88288.0,62.0,7,0,25,0
男,-1,4.0,01-01,79,31,78863.0,181.0,0,0,11,0
男,-1,6.0,01-03,115,34531,1545914.0,102184.0,163,1,298,63
男,-1,5.0,02-16,107,9,5062.0,14.0,1,0,1,0
男,-1,6.0,11-02,92,16385,7332209.0,20004.0,37,0,77,0
保密,-1,5.0,05-12,130,21,1115.0,16.0,1,0,6,0
保密,-1,5.0,01-01,18,3,3725.0,14.0,0,0,2,0
保密,-1,5.0,12-10,151,36,146115.0,35.0,0,0,2,0
女,-1,5.0,04-09,27,11,3388.0,1.0,0,0,1,0
保密,-1,5.0,01-01,790,2,29126.0,9.0,0,0,2,0
男,-1,5.0,01-25,279,4,1550.0,9.0,0,0,4,0
男,-1,5.0,08-25,193,85,68727.0,132.0,0,0,32,0
保密,-1,6.0,01-01,3,444341,14919498.0,160392.0,1,0,42,0
男,-1,6.0,08-26,75,1,955.0,4.0,4,0,1,0
保密,-1,5.0,01-01,13,14,20318.0,8.0,0,0,1,0
男,-1,5.0,09-30,116,5,5265.0,3.0,1,0,2,0
女,-1,5.0,09-29,95,7,180.0,32.0,0,0,7,0
男,-1,6.0,09-13,286,13009,3439513.0,163652.0,19,4,29,0
女,-1,5.0,01-03,20,2023,464425.0,36.0,0,0,11,0
保密,-1,5.0,02-05,169,29,3731.0,2.0,0,0,20,0
保密,-1,6.0,01-01,266,964,496852.0,5031.0,30,82,18,0
男,-1,5.0,01-01,48,15,37016.0,9.0,0,0,15,0
男,-1,5.0,01-01,913,127,27729.0,132.0,1,0,1,0
男,-1,5.0,02-12,24,4,3109.0,21.0,0,0,1,0
女,-1,4.0,01-01,53,149,19764.0,2205.0,0,0,5,0
保密,-1,5.0,06-19,19,21,453.0,31.0,0,0,0,0
保密,-1,5.0,01-01,315,17,14059.0,7.0,0,0,3,0
保密,-1,4.0,01-01,5,1,20.0,1.0,0,0,0,0
保密,-1,6.0,02-11,337,919,581584.0,4715.0,4,0,14,0
保密,-1,4.0,01-01,152,23,2363.0,13.0,0,0,1,0
女,-1,5.0,01-01,15,6,9081.0,97.0,0,0,4,0
男,-1,6.0,12-06,562,4264,1185934.0,87790.0,64,2,56,5
女,-1,6.0,10-25,113,10,11.0,4.0,4,0,1,0
保密,-1,6.0,01-01,182,44,45954.0,2719.0,0,0,4,0
保密,-1,4.0,10-17,90,2,539.0,7.0,0,0,1,0
女,-1,5.0,11-12,209,355,13948.0,214.0,2,0,3,0
男,-1,5.0,07-16,18,30,20064.0,125.0,6,0,2,0
男,-1,5.0,01-01,15,31,15329.0,100.0,0,0,17,0
男,-1,6.0,01-01,250,4,25090.0,74.0,0,0,4,0
女,-1,6.0,03-18,45,43743,2772956.0,186304.0,35,0,66,0
保密,-1,5.0,01-01,38,50,53640.0,24.0,0,0,5,0
保密,-1,5.0,11-27,3,50,9791.0,153.0,1,0,3,0
保密,-1,5.0,01-01,169,247,950.0,560.0,14,13,2,0
男,-1,6.0,05-15,124,17097,1967326.0,43537.0,5,0,267,0
保密,-1,5.0,01-01,96,14,21781.0,51.0,1,0,7,0
男,-1,5.0,01-26,1050,4,4398.0,5.0,0,0,1,0
男,-1,6.0,01-01,231,672,47160.0,1194.0,23,0,63,0
男,-1,6.0,04-04,45,1481,286695.0,3285.0,0,0,2,0
女,-1,4.0,08-05,18,11,17063.0,45.0,0,0,1,0
保密,-1,5.0,05-31,25,12,94.0,4.0,8,0,0,0
女,-1,5.0,04-25,37,29,624.0,21.0,0,0,2,0
保密,-1,5.0,01-01,269,25,22175.0,43.0,0,0,1,0
女,-1,5.0,09-14,61,0,86.0,2.0,0,0,2,0
男,-1,6.0,07-29,144,2446,159336.0,2476.0,24,3,45,0
男,-1,4.0,04-06,2,1729,157358.0,1484.0,0,0,87,0
保密,-1,6.0,01-01,177,12,22238.0,4.0,0,0,3,0
男,-1,6.0,11-29,421,28,1328.0,12.0,0,0,15,0
保密,-1,5.0,06-14,229,31,3518.0,75.0,0,0,9,0
女,-1,5.0,01-01,44,138,78857.0,32.0,0,0,1,0
保密,-1,5.0,01-18,94,73,16949.0,35.0,7,0,3,0
保密,-1,4.0,01-01,14,5,2157.0,2.0,0,0,4,0
保密,-1,5.0,12-12,65,5,1308.0,75.0,10,0,1,0
女,-1,5.0,01-01,94,7,3110.0,2.0,0,0,3,0
保密,-1,6.0,11-12,115,3,1613.0,2.0,0,0,2,0
男,-1,5.0,06-28,26,3,1407.0,18.0,1,0,4,0
保密,-1,3.0,12-23,1,455,703311.0,55.0,0,0,4,0
男,-1,6.0,11-11,530,129,46014.0,7.0,0,0,6,0
男,-1,5.0,08-09,92,53,8747.0,57.0,4,0,37,0
男,-1,6.0,08-08,300,12,456.0,12.0,1,0,1,0
保密,-1,5.0,01-01,22,4,1886.0,2.0,0,0,1,0
保密,-1,5.0,01-01,75,6,114.0,21.0,3,0,2,0
保密,-1,4.0,05-26,47,2,1635.0,13.0,0,0,6,0
保密,-1,4.0,01-01,72,13,6472.0,110.0,0,0,0,0
保密,-1,6.0,03-23,225,14,1890.0,9.0,0,0,1,0
男,-1,5.0,09-05,134,422,52111.0,3285.0,108,1,53,0
女,-1,6.0,04-09,145,84,18551.0,69.0,0,0,13,0
女,-1,5.0,09-23,514,118,4589.0,469.0,7,0,20,0
男,-1,5.0,12-24,63,55,25102.0,93.0,0,0,8,0
保密,-1,6.0,01-01,99,72,15763.0,123.0,0,0,26,0
